item,category,co2_per_unit,unit
BrandB Toothpaste,Personal Care,2.7,piece
EcoLife Dog Food,Pet Supplies,5.84,kg
GreenChoice Pet Shampoo,Pet Supplies,4.78,kg
EcoLife Cat Food,Pet Supplies,4.28,kg
NaturePlus Shampoo,Personal Care,2.79,piece
EcoLife Butter,Dairy,0.91,liter
NaturePlus Shirt,Clothing,4.29,piece
GreenChoice Glass Cleaner,Cleaning,1.67,kg
BrandB Petrol,Transport,0.83,liter
EcoLife Chicken,Meat,14.23,kg
BrandC Mango,Fruits,1.05,piece
GoodFarm Floor Cleaner,Cleaning,9.82,kg
NaturePlus Detergent,Cleaning,12.99,piece
GreenChoice Mango,Fruits,1.5,kg
DailyCare Mango,Fruits,1.02,piece
GreenChoice Bus Ticket,Transport,4.59,km
GreenChoice Milk,Dairy,6.17,liter
BrandA Beans,Food,0.54,pack
BrandA Soap,Personal Care,3.78,piece
GreenChoice Milk,Dairy,4.85,kg
BrandA Pet Toy,Pet Supplies,5.66,kg
GoodFarm Pet Shampoo,Pet Supplies,3.95,piece
GoodFarm Marker,Stationery,4.61,piece
DailyCare Bagel,Bakery,2.48,piece
HomeEssentials Bagel,Bakery,4.16,kg
HomeEssentials Tomato,Vegetables,1.14,kg
DailyCare Pet Toy,Pet Supplies,5.01,piece
GoodFarm Bread,Bakery,3.7,kg
HomeEssentials Turkey,Meat,15.76,kg
GreenChoice Paper Pack,Stationery,0.49,piece
BrandC Pillow,Household,32.97,piece
EcoLife Beans,Food,2.5,kg
DailyCare Sweater,Clothing,2.41,piece
EcoLife Lotion,Personal Care,0.59,piece
HomeEssentials Beef,Meat,28.86,kg
EcoLife Bagel,Bakery,0.53,kg
BrandC Spinach,Vegetables,0.76,piece
HomeEssentials Mattress,Household,44.57,piece
HomeEssentials Coke,Beverages,0.42,liter
DailyCare Notebook,Stationery,1.0,piece
BrandA Table,Household,9.31,piece
NaturePlus Tomato,Vegetables,1.77,kg
BrandC TV,Electronics,177.45,piece
GoodFarm Bread,Bakery,2.6,kg
BrandB Muffin,Bakery,0.8,kg
BrandC Litter,Pet Supplies,1.7,kg
NaturePlus Water,Beverages,0.69,liter
BrandA Shirt,Clothing,9.26,piece
BrandB Tablet,Electronics,133.15,piece
NaturePlus Orange,Fruits,1.26,kg
BrandC Banana,Fruits,1.67,piece
BrandB Coke,Beverages,0.33,bottle
DailyCare Butter,Dairy,1.62,liter
GoodFarm Onion,Vegetables,0.64,piece
EcoLife Bus Ticket,Transport,0.7,km
NaturePlus Table,Household,45.32,piece
GreenChoice Chair,Household,13.45,piece
GoodFarm Jeans,Clothing,19.97,piece
BrandA Yogurt,Dairy,8.59,liter
EcoLife Glass Cleaner,Cleaning,5.95,liter
HomeEssentials Nuts,Food,0.13,pack
BrandC Dog Food,Pet Supplies,1.13,kg
BrandA Tomato,Vegetables,0.63,piece
EcoLife Notebook,Stationery,3.85,piece
BrandB Lamb,Meat,12.27,kg
BrandB Apple,Fruits,0.15,piece
HomeEssentials Spinach,Vegetables,1.65,piece
NaturePlus T-shirt,Clothing,14.45,piece
GreenChoice Pillow,Household,39.61,piece
EcoLife Bagel,Bakery,1.4,piece
GreenChoice Soap,Personal Care,3.5,piece
GreenChoice Oats,Food,0.52,piece
DailyCare Oats,Food,2.56,kg
BrandC Cheese,Dairy,2.98,kg
DailyCare Tomato,Vegetables,0.84,piece
BrandC Jacket,Clothing,11.65,piece
NaturePlus Marker,Stationery,0.33,piece
BrandA Oats,Food,4.66,kg
BrandA Turkey,Meat,21.29,kg
HomeEssentials Pet Shampoo,Pet Supplies,7.92,kg
GoodFarm T-shirt,Clothing,17.65,piece
GreenChoice Cheese,Dairy,2.4,liter
EcoLife Water,Beverages,2.09,bottle
BrandA Lamb,Meat,16.62,kg
BrandB Grapes,Fruits,1.78,piece
BrandA Headphones,Electronics,119.33,piece
DailyCare Pork,Meat,16.43,kg
NaturePlus Beef,Meat,5.71,kg
BrandA Phone,Electronics,32.29,piece
GoodFarm Jacket,Clothing,15.59,piece
BrandB Grapes,Fruits,1.99,piece
EcoLife Turkey,Meat,12.02,kg
NaturePlus Pet Toy,Pet Supplies,3.14,piece
HomeEssentials Rice,Food,0.42,pack
BrandB Toothpaste,Personal Care,2.72,piece
HomeEssentials Floor Cleaner,Cleaning,4.8,kg
GoodFarm Lamb,Meat,7.38,kg
GreenChoice Deodorant,Personal Care,2.69,piece
BrandC Tablet,Electronics,23.65,piece
BrandA Bagel,Bakery,0.66,kg
HomeEssentials Laptop,Electronics,35.2,piece
GoodFarm Beans,Food,3.68,pack
BrandA Mango,Fruits,1.16,kg
DailyCare Dog Food,Pet Supplies,5.42,kg
BrandA Pasta,Food,1.34,kg
GoodFarm Coke,Beverages,0.45,liter
NaturePlus Table,Household,20.76,piece
GreenChoice Stapler,Stationery,1.34,piece
DailyCare Croissant,Bakery,0.73,kg
EcoLife Rice,Food,2.93,kg
BrandA Stapler,Stationery,1.25,piece
GreenChoice Table,Household,40.42,piece
NaturePlus Bus Ticket,Transport,2.05,liter
GreenChoice TV,Electronics,109.15,piece
GreenChoice Beef,Meat,6.72,kg
EcoLife Coke,Beverages,1.99,liter
GoodFarm Pillow,Household,28.72,piece
BrandB Cake,Bakery,2.26,kg
GoodFarm Yogurt,Dairy,1.25,kg
EcoLife Water,Beverages,2.01,liter
BrandC Beef,Meat,7.83,kg
BrandA Muffin,Bakery,3.0,kg
HomeEssentials Cat Food,Pet Supplies,4.95,kg
HomeEssentials Deodorant,Personal Care,4.45,piece
NaturePlus Pasta,Food,4.54,piece
DailyCare Muffin,Bakery,1.29,kg
BrandA Turkey,Meat,22.34,kg
DailyCare Headphones,Electronics,164.29,piece
NaturePlus Dish Soap,Cleaning,2.2,piece
GoodFarm Pork,Meat,29.36,kg
DailyCare Shampoo,Personal Care,1.1,piece
HomeEssentials Banana,Fruits,1.36,kg
BrandA Lamb,Meat,21.02,kg
NaturePlus Croissant,Bakery,2.47,kg
HomeEssentials Croissant,Bakery,2.97,piece
BrandB Bagel,Bakery,3.69,kg
BrandC Orange,Fruits,1.52,kg
BrandA Coke,Beverages,2.25,bottle
GreenChoice Butter,Dairy,4.41,kg
BrandC Water,Beverages,0.82,bottle
BrandB Pork,Meat,10.74,kg
HomeEssentials Cheese,Dairy,2.39,liter
BrandA Paper Pack,Stationery,4.72,piece
DailyCare Detergent,Cleaning,3.8,liter
BrandA Bagel,Bakery,1.99,piece
BrandA Beans,Food,3.42,piece
NaturePlus Petrol,Transport,1.76,km
EcoLife Diesel,Transport,0.73,liter
HomeEssentials Cake,Bakery,2.32,piece
DailyCare Lamb,Meat,25.06,kg
BrandB Deodorant,Personal Care,4.36,piece
GoodFarm Petrol,Transport,3.8,km
EcoLife Onion,Vegetables,0.82,piece
GoodFarm Banana,Fruits,0.89,kg
NaturePlus Tea,Beverages,2.75,liter
BrandA Stapler,Stationery,3.04,piece
BrandB Bread,Bakery,0.9,kg
HomeEssentials Beef,Meat,15.97,kg
GreenChoice Bread,Bakery,0.97,piece
EcoLife Shampoo,Personal Care,3.62,piece
BrandC Soap,Personal Care,1.2,piece
BrandB TV,Electronics,50.63,piece
BrandA Chicken,Meat,16.27,kg
DailyCare Floor Cleaner,Cleaning,3.8,liter
NaturePlus Banana,Fruits,0.61,kg
BrandB Stapler,Stationery,2.05,piece
HomeEssentials Mattress,Household,4.0,piece
BrandB Mattress,Household,10.59,piece
NaturePlus Paper Pack,Stationery,0.82,piece
BrandA Grapes,Fruits,1.73,piece
GoodFarm Mattress,Household,34.48,piece
BrandA Rice,Food,3.02,piece
DailyCare Pillow,Household,8.88,piece
BrandC Soap,Personal Care,0.53,piece
BrandA Cat Food,Pet Supplies,1.09,piece
BrandA Pork,Meat,26.32,kg
NaturePlus Bread,Bakery,1.38,kg
EcoLife Turkey,Meat,14.09,kg
BrandA Juice,Beverages,2.49,bottle
DailyCare Lamb,Meat,21.76,kg
DailyCare Lentils,Food,3.64,kg
GreenChoice Diesel,Transport,2.89,liter
BrandC Bread,Bakery,2.63,kg
EcoLife Pasta,Food,3.47,piece
NaturePlus Coffee,Beverages,1.5,liter
GreenChoice Bicycle,Transport,1.26,liter
GreenChoice Dog Food,Pet Supplies,3.55,piece
EcoLife Floor Cleaner,Cleaning,14.63,liter
BrandA Jeans,Clothing,10.81,piece
EcoLife Dog Food,Pet Supplies,0.96,kg
HomeEssentials Pillow,Household,39.64,piece
GreenChoice Tablet,Electronics,49.54,piece
HomeEssentials Pet Shampoo,Pet Supplies,5.79,piece
BrandA Butter,Dairy,7.7,kg
HomeEssentials Table,Household,45.24,piece
EcoLife Spinach,Vegetables,0.41,piece
BrandA Table,Household,11.51,piece
NaturePlus Marker,Stationery,3.78,piece
BrandC Pet Toy,Pet Supplies,6.88,piece
HomeEssentials Bus Ticket,Transport,2.3,km
BrandC Carrot,Vegetables,1.5,kg
HomeEssentials Spinach,Vegetables,0.75,piece
BrandB Turkey,Meat,27.27,kg
DailyCare Turkey,Meat,21.71,kg
DailyCare Bleach,Cleaning,12.76,kg
BrandB Jeans,Clothing,12.39,piece
BrandC Cat Food,Pet Supplies,1.92,piece
BrandC Juice,Beverages,1.46,liter
GreenChoice T-shirt,Clothing,8.8,piece
GoodFarm Pillow,Household,13.6,piece
NaturePlus Dog Food,Pet Supplies,2.98,kg
BrandC Paper Pack,Stationery,2.18,piece
BrandA Dog Food,Pet Supplies,5.24,piece
HomeEssentials Jeans,Clothing,15.83,piece
NaturePlus Croissant,Bakery,0.8,piece
GoodFarm Pet Toy,Pet Supplies,7.26,piece
DailyCare Cream,Dairy,3.63,kg
EcoLife Diesel,Transport,3.14,km
NaturePlus Pet Shampoo,Pet Supplies,5.53,kg
GreenChoice Cream,Dairy,3.29,kg
EcoLife Pasta,Food,0.57,piece
GreenChoice Orange,Fruits,1.2,kg
DailyCare Beans,Food,2.89,piece
HomeEssentials Apple,Fruits,1.2,kg
DailyCare Water,Beverages,2.53,bottle
EcoLife Chicken,Meat,14.45,kg
BrandA TV,Electronics,141.84,piece
BrandB Juice,Beverages,2.9,liter
BrandA Bus Ticket,Transport,1.96,liter
BrandB Pet Toy,Pet Supplies,4.69,kg
BrandB Sweater,Clothing,2.43,piece
GoodFarm Mango,Fruits,0.82,piece
GoodFarm Rice,Food,3.59,pack
HomeEssentials Floor Cleaner,Cleaning,2.47,liter
EcoLife Nuts,Food,3.63,pack
EcoLife Coke,Beverages,2.0,bottle
DailyCare Notebook,Stationery,0.67,piece
HomeEssentials Pet Toy,Pet Supplies,2.91,kg
BrandB Muffin,Bakery,2.77,piece
GreenChoice Jacket,Clothing,7.18,piece
GreenChoice Water,Beverages,0.83,bottle
BrandA Orange,Fruits,0.33,piece
GoodFarm T-shirt,Clothing,2.25,piece
BrandA Petrol,Transport,3.91,km
NaturePlus Beef,Meat,9.05,kg
GoodFarm Croissant,Bakery,4.94,kg
EcoLife Table,Household,32.72,piece
BrandA Pork,Meat,18.39,kg
DailyCare Carrot,Vegetables,1.97,kg
HomeEssentials Petrol,Transport,1.28,liter
BrandA Nuts,Food,3.68,pack
BrandA Tea,Beverages,1.95,bottle
BrandA Muffin,Bakery,4.56,piece
BrandC Onion,Vegetables,1.64,piece
GreenChoice Tablet,Electronics,107.0,piece
GreenChoice Cheese,Dairy,7.99,kg
GoodFarm Butter,Dairy,8.49,kg
GoodFarm Pork,Meat,8.52,kg
GreenChoice Mattress,Household,31.17,piece
EcoLife Dish Soap,Cleaning,4.28,kg
BrandA Lotion,Personal Care,0.17,piece
NaturePlus Bagel,Bakery,3.4,piece
DailyCare Jeans,Clothing,11.89,piece
EcoLife Headphones,Electronics,180.31,piece
EcoLife Spinach,Vegetables,0.15,kg
EcoLife Pen,Stationery,3.65,piece
GoodFarm Beans,Food,0.8,kg
GreenChoice Turkey,Meat,14.76,kg
GoodFarm Shampoo,Personal Care,3.77,piece
BrandC Grapes,Fruits,0.49,kg
HomeEssentials Onion,Vegetables,0.7,piece
NaturePlus Pet Shampoo,Pet Supplies,5.9,kg
BrandA Cat Food,Pet Supplies,0.97,kg
GreenChoice Mattress,Household,42.61,piece
GreenChoice Dish Soap,Cleaning,10.79,kg
BrandC Lotion,Personal Care,1.8,piece
BrandB Bleach,Cleaning,13.72,kg
GoodFarm Table,Household,45.04,piece
EcoLife Lotion,Personal Care,1.72,piece
GoodFarm Bread,Bakery,2.11,piece
EcoLife Soap,Personal Care,1.86,piece
GreenChoice Litter,Pet Supplies,5.61,piece
BrandA Cat Food,Pet Supplies,4.11,kg
GoodFarm Shirt,Clothing,11.57,piece
BrandA Headphones,Electronics,165.76,piece
BrandA T-shirt,Clothing,15.46,piece
GreenChoice Lamp,Household,43.42,piece
BrandB Lotion,Personal Care,4.6,piece
GoodFarm Pasta,Food,3.15,pack
GoodFarm Dog Food,Pet Supplies,2.47,kg
BrandA Pet Shampoo,Pet Supplies,7.87,kg
DailyCare Rice,Food,1.88,pack
GoodFarm Dog Food,Pet Supplies,3.39,piece
DailyCare Diesel,Transport,3.16,liter
HomeEssentials Water,Beverages,0.78,liter
BrandA Coke,Beverages,0.32,bottle
BrandB Floor Cleaner,Cleaning,13.23,piece
GreenChoice Potato,Vegetables,0.22,piece
BrandC Notebook,Stationery,1.34,piece
BrandC Mango,Fruits,0.72,kg
HomeEssentials Lentils,Food,4.93,kg
GreenChoice Butter,Dairy,4.21,liter
NaturePlus Cake,Bakery,3.01,kg
HomeEssentials Shampoo,Personal Care,4.46,piece
NaturePlus Petrol,Transport,1.16,km
BrandB Tomato,Vegetables,0.2,piece
HomeEssentials Coke,Beverages,2.5,bottle
DailyCare Spinach,Vegetables,1.66,piece
NaturePlus Orange,Fruits,0.1,kg
BrandB Shirt,Clothing,4.63,piece
BrandC Shampoo,Personal Care,3.64,piece
GoodFarm Lamb,Meat,11.18,kg
DailyCare Bleach,Cleaning,8.28,piece
GreenChoice T-shirt,Clothing,19.63,piece
HomeEssentials Marker,Stationery,3.6,piece
GoodFarm Grapes,Fruits,1.52,piece
BrandB Glass Cleaner,Cleaning,4.93,piece
EcoLife Shampoo,Personal Care,0.76,piece
BrandA Cream,Dairy,9.43,liter
EcoLife Deodorant,Personal Care,2.06,piece
GreenChoice Floor Cleaner,Cleaning,12.66,liter
GoodFarm Rice,Food,4.64,piece
NaturePlus Bagel,Bakery,2.49,piece
DailyCare Coke,Beverages,1.35,liter
BrandA Train Ticket,Transport,2.27,liter
GoodFarm Floor Cleaner,Cleaning,6.95,kg
GreenChoice Toothpaste,Personal Care,3.59,piece
DailyCare Potato,Vegetables,1.71,kg
BrandC Apple,Fruits,1.52,kg
GreenChoice Litter,Pet Supplies,4.14,kg
GreenChoice Onion,Vegetables,0.11,kg
EcoLife Cake,Bakery,3.49,kg
DailyCare Sweater,Clothing,3.84,piece
GoodFarm Water,Beverages,2.04,bottle
EcoLife Croissant,Bakery,0.88,piece
BrandC Pen,Stationery,3.15,piece
BrandB Lamp,Household,19.46,piece
BrandC Train Ticket,Transport,3.75,liter
BrandC Chair,Household,33.26,piece
NaturePlus Coke,Beverages,2.37,liter
GoodFarm Lentils,Food,1.21,pack
HomeEssentials TV,Electronics,72.03,piece
NaturePlus Marker,Stationery,4.66,piece
GoodFarm Litter,Pet Supplies,5.45,piece
HomeEssentials Phone,Electronics,50.15,piece
HomeEssentials Dog Food,Pet Supplies,4.71,piece
GreenChoice Butter,Dairy,3.06,liter
BrandB Beef,Meat,6.87,kg
NaturePlus Soap,Personal Care,4.54,piece
GreenChoice Lamb,Meat,19.21,kg
BrandA Bicycle,Transport,0.89,km
GoodFarm Bicycle,Transport,4.68,liter
BrandA Tomato,Vegetables,1.38,piece
HomeEssentials Cat Food,Pet Supplies,8.74,piece
GoodFarm Sweater,Clothing,2.3,piece
EcoLife Water,Beverages,2.2,bottle
NaturePlus TV,Electronics,68.05,piece
HomeEssentials Lotion,Personal Care,4.99,piece
GreenChoice Croissant,Bakery,0.61,piece
GoodFarm Pet Shampoo,Pet Supplies,9.87,kg
DailyCare Bleach,Cleaning,1.58,liter
EcoLife Apple,Fruits,0.8,kg
BrandB Tablet,Electronics,35.59,piece
NaturePlus Chicken,Meat,19.32,kg
DailyCare Tablet,Electronics,79.51,piece
HomeEssentials Jeans,Clothing,5.81,piece
GreenChoice Marker,Stationery,3.62,piece
BrandC Stapler,Stationery,0.88,piece
GreenChoice Turkey,Meat,28.47,kg
BrandC Juice,Beverages,1.89,liter
BrandA Lentils,Food,0.3,kg
EcoLife Bread,Bakery,4.04,piece
GreenChoice Diesel,Transport,0.19,km
GoodFarm Bagel,Bakery,3.91,piece
BrandC Mango,Fruits,0.26,kg
GoodFarm T-shirt,Clothing,7.35,piece
NaturePlus Phone,Electronics,198.94,piece
GreenChoice Potato,Vegetables,0.99,piece
BrandB Lentils,Food,4.07,piece
BrandA Pet Toy,Pet Supplies,4.79,kg
BrandB Litter,Pet Supplies,9.35,piece
GreenChoice Yogurt,Dairy,5.58,kg
EcoLife Petrol,Transport,0.61,liter
HomeEssentials Water,Beverages,1.37,liter
NaturePlus Muffin,Bakery,2.55,kg
BrandA Orange,Fruits,1.83,piece
BrandC Tea,Beverages,2.15,bottle
BrandC T-shirt,Clothing,12.61,piece
BrandB Pasta,Food,2.54,piece
BrandA Beef,Meat,22.95,kg
GoodFarm Pasta,Food,2.94,pack
HomeEssentials Dish Soap,Cleaning,2.84,piece
GoodFarm Water,Beverages,2.29,bottle
EcoLife Bagel,Bakery,1.97,piece
HomeEssentials Oats,Food,1.64,pack
BrandC Mattress,Household,13.15,piece
BrandA Train Ticket,Transport,3.14,liter
GreenChoice Nuts,Food,4.3,kg
DailyCare Headphones,Electronics,122.42,piece
DailyCare Floor Cleaner,Cleaning,14.62,kg
GreenChoice Bleach,Cleaning,9.61,kg
EcoLife Soap,Personal Care,0.11,piece
GreenChoice Yogurt,Dairy,1.33,kg
BrandC Bagel,Bakery,2.79,piece
HomeEssentials Pen,Stationery,0.17,piece
BrandA Pasta,Food,2.26,piece
EcoLife Cat Food,Pet Supplies,1.43,piece
BrandA Croissant,Bakery,1.92,kg
GreenChoice Coke,Beverages,2.58,liter
GreenChoice Dog Food,Pet Supplies,2.18,kg
DailyCare Bagel,Bakery,3.73,kg
BrandB Jeans,Clothing,17.12,piece
NaturePlus Grapes,Fruits,1.16,piece
DailyCare Jeans,Clothing,9.53,piece
GoodFarm Butter,Dairy,1.8,kg
GoodFarm Carrot,Vegetables,1.53,piece
BrandA Lamb,Meat,5.27,kg
NaturePlus Lamb,Meat,6.08,kg
GreenChoice Soap,Personal Care,4.14,piece
BrandC Glass Cleaner,Cleaning,12.16,kg
GoodFarm Detergent,Cleaning,14.35,piece
HomeEssentials Cream,Dairy,1.94,liter
BrandA Cat Food,Pet Supplies,9.73,kg
BrandA Train Ticket,Transport,2.11,liter
BrandA Pet Toy,Pet Supplies,0.55,kg
NaturePlus Croissant,Bakery,4.3,kg
HomeEssentials Sweater,Clothing,15.44,piece
BrandA Pork,Meat,7.7,kg
GreenChoice Marker,Stationery,3.22,piece
EcoLife Water,Beverages,2.09,bottle
DailyCare Beans,Food,1.58,kg
GoodFarm Grapes,Fruits,1.15,kg
BrandC Turkey,Meat,8.42,kg
GreenChoice Tomato,Vegetables,1.84,piece
EcoLife Laptop,Electronics,145.21,piece
NaturePlus Milk,Dairy,9.71,liter
NaturePlus Shirt,Clothing,5.64,piece
NaturePlus Mango,Fruits,0.25,kg
BrandC Table,Household,2.08,piece
NaturePlus Notebook,Stationery,3.54,piece
EcoLife Notebook,Stationery,3.57,piece
EcoLife Petrol,Transport,5.0,km
BrandC Milk,Dairy,0.89,kg
EcoLife Beef,Meat,23.54,kg
GoodFarm Pet Shampoo,Pet Supplies,0.29,piece
BrandB Oats,Food,3.18,kg
GreenChoice Notebook,Stationery,3.33,piece
HomeEssentials Marker,Stationery,1.28,piece
NaturePlus Pillow,Household,24.6,piece
GreenChoice Pork,Meat,6.84,kg
DailyCare Toothpaste,Personal Care,3.9,piece
DailyCare Headphones,Electronics,24.2,piece
HomeEssentials Spinach,Vegetables,1.0,piece
DailyCare Mattress,Household,15.34,piece
HomeEssentials Toothpaste,Personal Care,3.49,piece
BrandC Detergent,Cleaning,1.69,piece
BrandC Yogurt,Dairy,9.97,liter
GreenChoice Train Ticket,Transport,4.68,liter
GreenChoice Petrol,Transport,3.62,liter
BrandA Mattress,Household,7.59,piece
GoodFarm Lotion,Personal Care,2.79,piece
DailyCare TV,Electronics,37.4,piece
BrandC Cheese,Dairy,5.01,kg
BrandB Pet Shampoo,Pet Supplies,1.71,kg
GreenChoice Phone,Electronics,29.63,piece
HomeEssentials Pen,Stationery,0.07,piece
BrandC TV,Electronics,171.31,piece
BrandB Pork,Meat,24.3,kg
DailyCare Floor Cleaner,Cleaning,3.98,piece
BrandC Shirt,Clothing,10.0,piece
NaturePlus Coffee,Beverages,1.2,liter
DailyCare Banana,Fruits,0.29,piece
DailyCare Lamp,Household,16.94,piece
GoodFarm Mattress,Household,36.79,piece
BrandB Bread,Bakery,1.27,kg
BrandA Pet Shampoo,Pet Supplies,8.69,piece
NaturePlus Pen,Stationery,3.74,piece
BrandB Paper Pack,Stationery,0.66,piece
NaturePlus Beef,Meat,7.29,kg
GreenChoice Banana,Fruits,1.19,kg
NaturePlus Tablet,Electronics,59.69,piece
GreenChoice Cat Food,Pet Supplies,7.58,piece
HomeEssentials Jeans,Clothing,13.93,piece
EcoLife Carrot,Vegetables,1.24,kg
NaturePlus Headphones,Electronics,189.49,piece
EcoLife Lamp,Household,23.66,piece
BrandC Mattress,Household,41.13,piece
EcoLife Floor Cleaner,Cleaning,5.44,kg
BrandB Turkey,Meat,25.63,kg
BrandA Floor Cleaner,Cleaning,10.76,liter
BrandA Pillow,Household,20.95,piece
GreenChoice Pet Toy,Pet Supplies,7.98,kg
GoodFarm Shampoo,Personal Care,4.14,piece
EcoLife TV,Electronics,195.01,piece
BrandC Chair,Household,0.72,piece
DailyCare Lotion,Personal Care,3.28,piece
DailyCare TV,Electronics,121.63,piece
DailyCare Detergent,Cleaning,3.87,liter
NaturePlus Marker,Stationery,4.24,piece
GoodFarm Milk,Dairy,6.78,liter
GoodFarm Spinach,Vegetables,0.35,piece
HomeEssentials Litter,Pet Supplies,1.23,piece
BrandA Pet Shampoo,Pet Supplies,3.44,piece
GoodFarm Lamb,Meat,28.81,kg
HomeEssentials Pork,Meat,24.39,kg
BrandB Phone,Electronics,28.1,piece
DailyCare Deodorant,Personal Care,1.66,piece
BrandC Jacket,Clothing,12.73,piece
NaturePlus Cream,Dairy,0.69,kg
DailyCare Shampoo,Personal Care,0.52,piece
DailyCare Diesel,Transport,1.57,km
BrandB Lamb,Meat,23.64,kg
HomeEssentials Shampoo,Personal Care,2.0,piece
BrandA Lamp,Household,34.72,piece
BrandB Mattress,Household,2.89,piece
BrandB Dish Soap,Cleaning,1.37,kg
GoodFarm Cake,Bakery,1.39,kg
HomeEssentials Croissant,Bakery,4.65,piece
BrandB Jeans,Clothing,9.61,piece
GreenChoice Floor Cleaner,Cleaning,7.78,kg
GoodFarm Bleach,Cleaning,12.04,kg
BrandA Lotion,Personal Care,0.42,piece
BrandB Deodorant,Personal Care,0.26,piece
EcoLife Deodorant,Personal Care,3.33,piece
BrandC Cake,Bakery,3.83,kg
BrandA Oats,Food,3.98,piece
BrandB Notebook,Stationery,2.32,piece
GreenChoice Cream,Dairy,9.52,liter
NaturePlus Pork,Meat,17.74,kg
GoodFarm Cream,Dairy,3.11,kg
GoodFarm Stapler,Stationery,0.37,piece
DailyCare Mango,Fruits,0.46,kg
BrandA Bicycle,Transport,1.92,liter
EcoLife Sweater,Clothing,8.76,piece
HomeEssentials Croissant,Bakery,3.2,kg
HomeEssentials Rice,Food,3.66,pack
GoodFarm Table,Household,42.34,piece
NaturePlus Banana,Fruits,0.1,piece
BrandA Toothpaste,Personal Care,4.69,piece
GoodFarm Mango,Fruits,0.58,kg
HomeEssentials Chicken,Meat,5.34,kg
GreenChoice Dog Food,Pet Supplies,7.19,kg
HomeEssentials Paper Pack,Stationery,4.31,piece
GreenChoice Soap,Personal Care,3.91,piece
BrandC Cat Food,Pet Supplies,0.42,piece
GoodFarm Banana,Fruits,1.34,kg
GoodFarm Bicycle,Transport,1.04,km
NaturePlus Tomato,Vegetables,1.37,piece
DailyCare TV,Electronics,77.82,piece
HomeEssentials Bicycle,Transport,3.43,km
GoodFarm Pet Shampoo,Pet Supplies,1.85,piece
BrandA Carrot,Vegetables,1.68,kg
GoodFarm Bleach,Cleaning,2.13,kg
EcoLife Bus Ticket,Transport,1.09,liter
BrandA Yogurt,Dairy,9.2,kg
BrandC Bleach,Cleaning,7.42,liter
EcoLife Chair,Household,11.04,piece
GreenChoice Chicken,Meat,17.26,kg
HomeEssentials Carrot,Vegetables,0.55,piece
GoodFarm Stapler,Stationery,3.99,piece
BrandA Muffin,Bakery,4.91,kg
GoodFarm Oats,Food,0.5,pack
EcoLife Petrol,Transport,3.71,liter
BrandC Lamp,Household,22.34,piece
GoodFarm Pasta,Food,0.28,kg
HomeEssentials Jeans,Clothing,8.56,piece
BrandA Jacket,Clothing,6.69,piece
HomeEssentials Nuts,Food,4.99,kg
EcoLife Stapler,Stationery,1.04,piece
GreenChoice Detergent,Cleaning,5.31,liter
NaturePlus Bleach,Cleaning,10.86,kg
HomeEssentials Detergent,Cleaning,1.42,piece
GreenChoice Lotion,Personal Care,2.69,piece
DailyCare Spinach,Vegetables,1.16,kg
GoodFarm Rice,Food,3.85,kg
DailyCare Muffin,Bakery,1.68,kg
HomeEssentials Lamb,Meat,18.66,kg
HomeEssentials Carrot,Vegetables,0.83,piece
DailyCare Mango,Fruits,0.79,kg
GreenChoice Petrol,Transport,1.88,liter
BrandC Jeans,Clothing,4.94,piece
NaturePlus Bleach,Cleaning,10.03,kg
BrandA Beef,Meat,9.66,kg
BrandA Orange,Fruits,0.36,piece
GoodFarm Pork,Meat,22.64,kg
BrandB Grapes,Fruits,0.59,kg
BrandB Mango,Fruits,1.33,kg
HomeEssentials Oats,Food,1.81,piece
BrandB Pork,Meat,17.77,kg
DailyCare Headphones,Electronics,199.78,piece
NaturePlus Tomato,Vegetables,1.89,kg
EcoLife Shampoo,Personal Care,4.75,piece
GreenChoice Oats,Food,2.34,kg
HomeEssentials Sweater,Clothing,14.8,piece
GoodFarm Croissant,Bakery,4.07,kg
EcoLife T-shirt,Clothing,17.43,piece
NaturePlus Muffin,Bakery,2.08,piece
BrandB Yogurt,Dairy,0.58,liter
BrandC Juice,Beverages,1.64,bottle
GreenChoice Potato,Vegetables,0.92,kg
GoodFarm Mango,Fruits,1.97,piece
DailyCare Onion,Vegetables,1.81,piece
DailyCare Bagel,Bakery,4.23,kg
BrandB Pillow,Household,16.25,piece
BrandA Potato,Vegetables,1.04,kg
EcoLife Table,Household,20.07,piece
NaturePlus Pasta,Food,3.09,kg
BrandC Orange,Fruits,1.85,piece
NaturePlus Yogurt,Dairy,1.01,kg
GoodFarm Orange,Fruits,1.48,kg
BrandB Chicken,Meat,23.36,kg
GoodFarm Grapes,Fruits,0.42,kg
BrandA Petrol,Transport,3.33,km
GoodFarm Coke,Beverages,2.12,liter
GoodFarm Potato,Vegetables,1.52,kg
HomeEssentials Lamb,Meat,24.7,kg
HomeEssentials Pen,Stationery,0.28,piece
