item,category,co2_per_unit,unit
BrandC Turkey,Meat,20.65,kg
GoodFarm Sweater,Clothing,3.24,piece
BrandA Deodorant,Personal Care,2.03,piece
NaturePlus Turkey,Meat,16.52,kg
BrandB Shampoo,Personal Care,0.48,piece
EcoLife Jeans,Clothing,17.81,piece
GoodFarm Turkey,Meat,5.8,kg
GoodFarm Yogurt,Dairy,6.52,kg
EcoLife Coke,Beverages,2.75,liter
BrandA Muffin,Bakery,0.64,kg
EcoLife Orange,Fruits,1.18,piece
GoodFarm Coke,Beverages,1.3,liter
BrandC Mango,Fruits,1.71,piece
BrandC TV,Electronics,120.01,piece
GoodFarm Yogurt,Dairy,6.2,liter
BrandB Rice,Food,1.03,piece
NaturePlus T-shirt,Clothing,7.48,piece
NaturePlus Onion,Vegetables,0.21,piece
BrandA Cake,Bakery,4.99,piece
BrandC TV,Electronics,177.7,piece
GoodFarm Croissant,Bakery,1.71,piece
BrandA Tablet,Electronics,20.5,piece
BrandA TV,Electronics,165.97,piece
BrandA Juice,Beverages,0.69,liter
BrandA Rice,Food,4.44,pack
GoodFarm Bagel,Bakery,3.98,kg
EcoLife Apple,Fruits,0.16,kg
GoodFarm Cake,Bakery,2.95,piece
BrandC Spinach,Vegetables,1.34,piece
EcoLife Cake,Bakery,1.2,piece
BrandC Oats,Food,1.34,piece
NaturePlus Banana,Fruits,1.06,kg
BrandB Soap,Personal Care,3.94,piece
BrandC Milk,Dairy,5.25,liter
EcoLife Beans,Food,3.6,pack
EcoLife Shirt,Clothing,6.15,piece
NaturePlus Carrot,Vegetables,1.59,piece
EcoLife Lentils,Food,4.62,piece
GoodFarm Water,Beverages,0.5,bottle
EcoLife Croissant,Bakery,0.76,kg
BrandB Onion,Vegetables,1.13,kg
BrandB Bread,Bakery,2.57,piece
BrandB Laptop,Electronics,128.33,piece
GoodFarm Croissant,Bakery,2.96,piece
BrandC Lamb,Meat,9.04,kg
BrandB Shirt,Clothing,9.98,piece
GoodFarm Beef,Meat,22.45,kg
EcoLife Toothpaste,Personal Care,0.35,piece
EcoLife Coffee,Beverages,1.72,bottle
NaturePlus Orange,Fruits,0.5,piece
BrandC Lotion,Personal Care,1.4,piece
GoodFarm Carrot,Vegetables,0.41,piece
BrandC Phone,Electronics,102.55,piece
NaturePlus Tomato,Vegetables,0.51,piece
GoodFarm Soap,Personal Care,1.74,piece
BrandC Pasta,Food,3.12,pack
EcoLife Banana,Fruits,1.94,kg
NaturePlus Spinach,Vegetables,1.63,kg
GoodFarm Shirt,Clothing,4.8,piece
BrandC Tea,Beverages,0.28,bottle
BrandC Cream,Dairy,7.47,liter
BrandB Rice,Food,2.35,pack
GoodFarm Turkey,Meat,16.84,kg
BrandB Onion,Vegetables,1.2,kg
NaturePlus Laptop,Electronics,30.55,piece
EcoLife Cheese,Dairy,5.52,kg
GoodFarm Tomato,Vegetables,0.31,piece
EcoLife Lamb,Meat,23.27,kg
EcoLife Turkey,Meat,16.07,kg
BrandC Deodorant,Personal Care,4.03,piece
BrandA Apple,Fruits,0.91,kg
NaturePlus Cream,Dairy,3.36,kg
GoodFarm Turkey,Meat,28.68,kg
EcoLife T-shirt,Clothing,7.9,piece
BrandA Coke,Beverages,2.37,liter
EcoLife Lamb,Meat,6.29,kg
BrandB Sweater,Clothing,7.48,piece
BrandB Carrot,Vegetables,1.0,piece
NaturePlus Cake,Bakery,1.42,piece
NaturePlus Tomato,Vegetables,0.91,piece
GoodFarm Lamb,Meat,21.18,kg
NaturePlus Deodorant,Personal Care,4.89,piece
GoodFarm Butter,Dairy,4.42,liter
GoodFarm Lotion,Personal Care,4.27,piece
NaturePlus T-shirt,Clothing,5.67,piece
BrandA Coke,Beverages,1.41,liter
BrandA Bread,Bakery,1.58,kg
NaturePlus Soap,Personal Care,0.24,piece
BrandA T-shirt,Clothing,7.53,piece
BrandA Butter,Dairy,7.16,liter
NaturePlus Cream,Dairy,6.09,kg
BrandA Bread,Bakery,0.87,kg
NaturePlus Lamb,Meat,5.71,kg
BrandB Rice,Food,2.66,kg
BrandA Pork,Meat,11.61,kg
EcoLife Coffee,Beverages,0.25,liter
BrandB Lamb,Meat,23.83,kg
GoodFarm Lamb,Meat,26.65,kg
BrandA Milk,Dairy,8.46,liter
BrandC Carrot,Vegetables,0.12,kg
GoodFarm TV,Electronics,31.86,piece
GoodFarm Grapes,Fruits,2.0,piece
BrandA Cake,Bakery,1.39,kg
GoodFarm Lotion,Personal Care,0.43,piece
BrandA Cream,Dairy,1.35,kg
GoodFarm Pork,Meat,12.82,kg
GoodFarm Potato,Vegetables,1.86,kg
EcoLife Mango,Fruits,1.04,kg
BrandC Pork,Meat,20.33,kg
GoodFarm Laptop,Electronics,88.35,piece
BrandC Cream,Dairy,3.24,liter
GoodFarm Cream,Dairy,8.31,liter
NaturePlus Cake,Bakery,4.64,kg
BrandA Jeans,Clothing,18.71,piece
BrandB Water,Beverages,0.95,bottle
BrandA Mango,Fruits,1.83,kg
BrandA Tea,Beverages,0.69,liter
BrandC T-shirt,Clothing,16.84,piece
BrandB Tablet,Electronics,174.96,piece
BrandC Banana,Fruits,1.96,piece
EcoLife Milk,Dairy,9.52,liter
NaturePlus Apple,Fruits,1.11,kg
BrandA Tea,Beverages,1.77,bottle
NaturePlus Yogurt,Dairy,4.3,kg
BrandB Soap,Personal Care,4.04,piece
GoodFarm Potato,Vegetables,0.31,piece
NaturePlus Rice,Food,3.52,kg
GoodFarm Cheese,Dairy,8.23,kg
BrandB Sweater,Clothing,2.87,piece
GoodFarm Pasta,Food,0.43,pack
BrandC Banana,Fruits,0.26,piece
GoodFarm Turkey,Meat,19.1,kg
NaturePlus Cake,Bakery,1.01,kg
EcoLife Muffin,Bakery,3.52,piece
NaturePlus Sweater,Clothing,16.59,piece
BrandA Banana,Fruits,1.32,kg
GoodFarm Apple,Fruits,1.02,piece
BrandC TV,Electronics,149.14,piece
EcoLife Jeans,Clothing,12.49,piece
NaturePlus Deodorant,Personal Care,3.04,piece
NaturePlus Orange,Fruits,1.87,piece
NaturePlus Oats,Food,1.07,pack
BrandC Coffee,Beverages,1.28,liter
BrandB Cake,Bakery,4.52,piece
NaturePlus Sweater,Clothing,16.26,piece
BrandA Jeans,Clothing,12.17,piece
GoodFarm Mango,Fruits,0.14,piece
BrandC Cream,Dairy,0.81,kg
BrandB Onion,Vegetables,0.64,kg
BrandB Lotion,Personal Care,4.76,piece
BrandC Jeans,Clothing,6.56,piece
BrandA Lentils,Food,3.01,pack
BrandA Beef,Meat,8.82,kg
NaturePlus Lentils,Food,5.0,pack
BrandB Rice,Food,0.11,kg
BrandC Headphones,Electronics,162.82,piece
BrandB Oats,Food,1.47,pack
BrandC Chicken,Meat,29.19,kg
BrandC Phone,Electronics,29.33,piece
EcoLife Toothpaste,Personal Care,1.82,piece
BrandB Banana,Fruits,1.94,kg
GoodFarm Juice,Beverages,2.39,bottle
GoodFarm Yogurt,Dairy,4.59,liter
GoodFarm Coke,Beverages,1.31,liter
EcoLife Coffee,Beverages,0.59,liter
BrandA Turkey,Meat,10.52,kg
EcoLife Oats,Food,1.02,pack
EcoLife Jacket,Clothing,10.18,piece
GoodFarm Toothpaste,Personal Care,1.5,piece
BrandC Onion,Vegetables,0.67,kg
BrandB Bread,Bakery,1.43,piece
GoodFarm Shampoo,Personal Care,4.62,piece
NaturePlus Lotion,Personal Care,0.7,piece
GoodFarm Coke,Beverages,1.7,liter
EcoLife Shampoo,Personal Care,4.21,piece
BrandB Bagel,Bakery,3.25,kg
BrandC Juice,Beverages,1.44,bottle
BrandA Sweater,Clothing,10.2,piece
BrandA Milk,Dairy,0.61,liter
EcoLife Coffee,Beverages,2.49,liter
BrandB Beans,Food,0.1,piece
NaturePlus Chicken,Meat,27.52,kg
EcoLife Banana,Fruits,0.94,kg
BrandC Milk,Dairy,4.07,kg
BrandA Tablet,Electronics,124.61,piece
NaturePlus Headphones,Electronics,81.91,piece
EcoLife Apple,Fruits,0.27,kg
BrandC Shampoo,Personal Care,0.34,piece
GoodFarm Jacket,Clothing,13.09,piece
BrandC Grapes,Fruits,1.93,kg
EcoLife Tablet,Electronics,151.06,piece
GoodFarm TV,Electronics,57.69,piece
BrandC Bread,Bakery,1.45,kg
BrandB Bread,Bakery,1.96,kg
BrandC Banana,Fruits,1.03,kg
BrandA Muffin,Bakery,2.39,piece
NaturePlus Turkey,Meat,27.51,kg
NaturePlus Grapes,Fruits,1.6,kg
BrandB Lamb,Meat,24.04,kg
BrandB Bread,Bakery,3.98,kg
BrandB Croissant,Bakery,1.21,kg
GoodFarm Sweater,Clothing,19.54,piece
NaturePlus Lamb,Meat,14.76,kg
BrandC Coffee,Beverages,2.84,liter
BrandB Rice,Food,2.03,pack
BrandA Oats,Food,0.8,pack
BrandC Potato,Vegetables,1.07,piece
GoodFarm Laptop,Electronics,84.72,piece
BrandA Potato,Vegetables,1.07,piece
GoodFarm Soap,Personal Care,2.98,piece
BrandC Oats,Food,2.0,piece
GoodFarm Grapes,Fruits,1.23,piece
BrandC Tomato,Vegetables,0.45,piece
BrandA Shampoo,Personal Care,1.09,piece
EcoLife Tea,Beverages,0.31,liter
BrandA Chicken,Meat,22.58,kg
BrandA Bagel,Bakery,3.23,piece
EcoLife Potato,Vegetables,1.65,piece
BrandB Grapes,Fruits,1.21,piece
BrandB Spinach,Vegetables,1.02,kg
BrandB Oats,Food,1.04,kg
NaturePlus Chicken,Meat,24.1,kg
GoodFarm Bagel,Bakery,2.1,piece
GoodFarm Butter,Dairy,7.34,liter
EcoLife Grapes,Fruits,1.88,piece
BrandC Lamb,Meat,6.96,kg
GoodFarm Croissant,Bakery,1.62,kg
BrandA Muffin,Bakery,0.33,kg
BrandA Lamb,Meat,19.83,kg
GoodFarm Juice,Beverages,1.06,bottle
NaturePlus Grapes,Fruits,0.16,piece
BrandC TV,Electronics,121.59,piece
BrandC Carrot,Vegetables,1.78,piece
GoodFarm Lentils,Food,1.68,kg
NaturePlus Chicken,Meat,23.67,kg
NaturePlus Phone,Electronics,102.48,piece
BrandA Bagel,Bakery,0.5,piece
EcoLife Orange,Fruits,1.88,piece
BrandB Soap,Personal Care,3.7,piece
GoodFarm Bagel,Bakery,1.68,kg
BrandC Laptop,Electronics,83.0,piece
NaturePlus Beef,Meat,10.06,kg
GoodFarm Spinach,Vegetables,0.67,kg
BrandC Lamb,Meat,20.47,kg
GoodFarm Bagel,Bakery,4.05,piece
BrandB Pork,Meat,28.71,kg
NaturePlus Bagel,Bakery,1.75,piece
GoodFarm Potato,Vegetables,1.15,kg
NaturePlus Coke,Beverages,2.02,bottle
NaturePlus Croissant,Bakery,3.29,kg
NaturePlus Turkey,Meat,25.75,kg
BrandA Spinach,Vegetables,1.68,kg
NaturePlus Lamb,Meat,16.05,kg
NaturePlus Oats,Food,0.77,piece
NaturePlus Pasta,Food,1.63,piece
EcoLife Pork,Meat,7.44,kg
GoodFarm Sweater,Clothing,13.93,piece
NaturePlus Cake,Bakery,4.36,piece
BrandB Lentils,Food,0.41,kg
GoodFarm Soap,Personal Care,1.44,piece
EcoLife Toothpaste,Personal Care,1.53,piece
GoodFarm Lentils,Food,0.96,kg
NaturePlus Tomato,Vegetables,1.65,kg
EcoLife Oats,Food,3.04,piece
BrandB Croissant,Bakery,2.13,kg
BrandA Lentils,Food,0.92,piece
NaturePlus Lamb,Meat,22.83,kg
GoodFarm Soap,Personal Care,0.58,piece
GoodFarm Jeans,Clothing,14.25,piece
BrandA Cheese,Dairy,3.84,kg
BrandB Pasta,Food,1.31,kg
EcoLife Sweater,Clothing,3.97,piece
BrandC Croissant,Bakery,4.48,piece
BrandC Beans,Food,4.28,kg
NaturePlus Grapes,Fruits,0.44,kg
EcoLife Pork,Meat,20.78,kg
BrandA Croissant,Bakery,3.21,kg
GoodFarm Shirt,Clothing,4.31,piece
NaturePlus Beef,Meat,10.69,kg
BrandC Bread,Bakery,4.35,piece
NaturePlus Lamb,Meat,15.45,kg
BrandB Bread,Bakery,4.82,kg
BrandC Mango,Fruits,0.34,piece
GoodFarm Coffee,Beverages,0.22,bottle
BrandB Carrot,Vegetables,0.62,piece
BrandB Deodorant,Personal Care,1.13,piece
BrandA Butter,Dairy,8.43,kg
BrandC Cheese,Dairy,3.25,kg
NaturePlus Lentils,Food,3.12,pack
NaturePlus Jacket,Clothing,5.8,piece
GoodFarm Soap,Personal Care,2.48,piece
BrandA Butter,Dairy,6.33,kg
BrandA TV,Electronics,59.3,piece
BrandA Tablet,Electronics,155.5,piece
NaturePlus Sweater,Clothing,19.38,piece
BrandA Lamb,Meat,20.34,kg
EcoLife Water,Beverages,1.13,liter
EcoLife Lotion,Personal Care,3.56,piece
NaturePlus Tomato,Vegetables,0.93,kg
NaturePlus Muffin,Bakery,1.27,piece
BrandA Phone,Electronics,97.38,piece
BrandB Soap,Personal Care,3.17,piece
NaturePlus Cake,Bakery,1.81,piece
BrandB Beef,Meat,13.72,kg
NaturePlus Banana,Fruits,1.61,piece
BrandB Phone,Electronics,150.47,piece
EcoLife Headphones,Electronics,167.55,piece
NaturePlus Yogurt,Dairy,3.29,kg
GoodFarm Tea,Beverages,0.83,bottle
NaturePlus Bread,Bakery,3.59,piece
BrandA Lamb,Meat,7.32,kg
GoodFarm Lentils,Food,0.5,kg
EcoLife Turkey,Meat,29.64,kg
BrandC Mango,Fruits,1.3,piece
NaturePlus Beans,Food,2.45,pack
BrandA Pasta,Food,0.54,pack
BrandC Tomato,Vegetables,0.36,piece
BrandC Sweater,Clothing,17.39,piece
EcoLife Chicken,Meat,19.15,kg
EcoLife Coke,Beverages,0.64,liter
BrandB Lotion,Personal Care,1.24,piece
BrandC Croissant,Bakery,4.82,piece
GoodFarm Shirt,Clothing,5.91,piece
EcoLife Tea,Beverages,0.77,bottle
GoodFarm Coke,Beverages,1.6,bottle
EcoLife Cream,Dairy,4.06,kg
BrandA Laptop,Electronics,56.92,piece
NaturePlus Cheese,Dairy,2.47,kg
BrandB Rice,Food,1.09,pack
BrandA Toothpaste,Personal Care,4.18,piece
BrandB Pasta,Food,1.95,pack
GoodFarm Orange,Fruits,1.0,kg
BrandB Soap,Personal Care,2.95,piece
GoodFarm Pasta,Food,2.38,piece
BrandC Beef,Meat,24.9,kg
BrandA Lamb,Meat,16.69,kg
GoodFarm Tablet,Electronics,163.58,piece
EcoLife Croissant,Bakery,1.34,kg
BrandC Shirt,Clothing,5.21,piece
BrandC Cake,Bakery,4.52,kg
GoodFarm Deodorant,Personal Care,2.46,piece
NaturePlus Soap,Personal Care,1.71,piece
NaturePlus Cream,Dairy,5.32,kg
GoodFarm Phone,Electronics,108.87,piece
EcoLife Coke,Beverages,2.22,liter
GoodFarm Juice,Beverages,1.75,liter
BrandB Laptop,Electronics,183.2,piece
BrandC Onion,Vegetables,0.42,piece
GoodFarm Headphones,Electronics,45.98,piece
NaturePlus Lentils,Food,3.25,pack
EcoLife Lamb,Meat,27.16,kg
BrandC Mango,Fruits,0.1,kg
EcoLife Mango,Fruits,1.33,kg
BrandB Cream,Dairy,7.06,kg
BrandA Coffee,Beverages,2.02,bottle
GoodFarm Muffin,Bakery,3.96,kg
GoodFarm Yogurt,Dairy,1.15,liter
NaturePlus Headphones,Electronics,65.98,piece
BrandB Chicken,Meat,11.05,kg
EcoLife Bread,Bakery,0.69,piece
EcoLife Headphones,Electronics,170.98,piece
NaturePlus Coffee,Beverages,2.63,liter
BrandA Shampoo,Personal Care,1.41,piece
BrandC Tomato,Vegetables,0.39,kg
BrandA Turkey,Meat,6.25,kg
BrandB Croissant,Bakery,3.12,kg
NaturePlus Jeans,Clothing,5.67,piece
NaturePlus Sweater,Clothing,4.11,piece
BrandB Laptop,Electronics,169.3,piece
BrandB Cream,Dairy,5.17,kg
NaturePlus Jacket,Clothing,7.66,piece
EcoLife Chicken,Meat,23.44,kg
BrandA Muffin,Bakery,3.24,piece
EcoLife Spinach,Vegetables,0.89,piece
NaturePlus Carrot,Vegetables,1.47,kg
NaturePlus Shampoo,Personal Care,3.06,piece
BrandC Beef,Meat,23.77,kg
GoodFarm Jacket,Clothing,14.87,piece
NaturePlus Grapes,Fruits,1.85,piece
NaturePlus Lotion,Personal Care,1.89,piece
NaturePlus Beans,Food,0.54,kg
NaturePlus Toothpaste,Personal Care,3.17,piece
BrandA Beans,Food,3.74,piece
BrandA Tablet,Electronics,93.08,piece
NaturePlus Soap,Personal Care,3.11,piece
BrandC Muffin,Bakery,1.05,kg
BrandB Headphones,Electronics,65.16,piece
NaturePlus Oats,Food,4.55,piece
GoodFarm Water,Beverages,2.91,liter
BrandC Orange,Fruits,1.73,kg
BrandA Spinach,Vegetables,1.4,kg
BrandA Oats,Food,3.02,kg
GoodFarm Muffin,Bakery,2.08,kg
BrandC Carrot,Vegetables,0.35,piece
NaturePlus Potato,Vegetables,0.91,piece
NaturePlus Muffin,Bakery,3.78,kg
GoodFarm Banana,Fruits,1.91,kg
NaturePlus Lamb,Meat,16.36,kg
NaturePlus Tea,Beverages,2.57,bottle
BrandC Milk,Dairy,0.54,liter
BrandC Grapes,Fruits,0.65,piece
BrandC Muffin,Bakery,4.24,piece
BrandB Mango,Fruits,1.17,kg
BrandB Tea,Beverages,2.69,bottle
EcoLife Banana,Fruits,0.7,kg
BrandC T-shirt,Clothing,7.93,piece
BrandB Tablet,Electronics,33.55,piece
BrandB Turkey,Meat,15.4,kg
EcoLife Banana,Fruits,1.57,piece
EcoLife Orange,Fruits,1.42,kg
BrandA Tablet,Electronics,125.67,piece
BrandC Lamb,Meat,19.53,kg
BrandB Yogurt,Dairy,2.96,liter
NaturePlus Bagel,Bakery,4.11,kg
BrandA Coke,Beverages,2.76,liter
NaturePlus Onion,Vegetables,0.27,kg
NaturePlus Shampoo,Personal Care,0.65,piece
EcoLife Mango,Fruits,0.43,piece
EcoLife Orange,Fruits,1.04,piece
GoodFarm Laptop,Electronics,127.64,piece
NaturePlus Cheese,Dairy,5.97,kg
EcoLife Cheese,Dairy,4.09,liter
GoodFarm Turkey,Meat,13.86,kg
GoodFarm Phone,Electronics,153.08,piece
BrandC Jacket,Clothing,18.83,piece
BrandB Cake,Bakery,4.4,piece
BrandC TV,Electronics,181.61,piece
BrandB Shampoo,Personal Care,4.4,piece
EcoLife Carrot,Vegetables,0.23,piece
NaturePlus T-shirt,Clothing,11.63,piece
BrandB Grapes,Fruits,0.31,piece
BrandC Apple,Fruits,1.7,kg
GoodFarm Shirt,Clothing,13.6,piece
BrandB Laptop,Electronics,101.4,piece
BrandC Apple,Fruits,0.29,kg
BrandC Tea,Beverages,1.3,liter
BrandA Grapes,Fruits,0.88,piece
BrandA Tomato,Vegetables,1.38,kg
BrandC Tomato,Vegetables,1.75,kg
BrandB Croissant,Bakery,1.57,kg
EcoLife Cream,Dairy,9.4,liter
NaturePlus Beans,Food,1.61,pack
BrandA Pasta,Food,2.3,piece
BrandB Milk,Dairy,3.49,kg
NaturePlus Phone,Electronics,66.4,piece
GoodFarm Cheese,Dairy,9.18,kg
BrandB Phone,Electronics,40.77,piece
GoodFarm Lotion,Personal Care,4.64,piece
BrandB Cake,Bakery,2.48,kg
BrandA Jacket,Clothing,16.43,piece
EcoLife Bread,Bakery,2.43,piece
EcoLife Coke,Beverages,2.56,liter
BrandC TV,Electronics,126.08,piece
EcoLife Carrot,Vegetables,1.69,kg
BrandC T-shirt,Clothing,14.43,piece
NaturePlus Soap,Personal Care,2.87,piece
GoodFarm Jeans,Clothing,18.27,piece
BrandC Coffee,Beverages,1.5,bottle
BrandA Mango,Fruits,0.59,kg
EcoLife Bread,Bakery,3.03,piece
EcoLife Oats,Food,2.99,pack
EcoLife Croissant,Bakery,4.18,kg
GoodFarm Phone,Electronics,112.14,piece
GoodFarm Croissant,Bakery,4.68,kg
BrandB Sweater,Clothing,5.37,piece
BrandA Butter,Dairy,5.37,kg
GoodFarm Beans,Food,4.41,kg
NaturePlus Grapes,Fruits,0.14,piece
GoodFarm Lamb,Meat,14.45,kg
GoodFarm Coffee,Beverages,2.59,liter
BrandC Juice,Beverages,2.53,liter
BrandA Jeans,Clothing,14.92,piece
BrandB Oats,Food,0.3,piece
NaturePlus Tablet,Electronics,14.64,piece
BrandC Soap,Personal Care,4.95,piece
EcoLife Croissant,Bakery,4.04,kg
NaturePlus Water,Beverages,2.73,bottle
BrandC Headphones,Electronics,168.49,piece
NaturePlus Turkey,Meat,25.66,kg
GoodFarm Apple,Fruits,1.63,piece
BrandA Jacket,Clothing,18.1,piece
BrandB Rice,Food,4.51,piece
NaturePlus Butter,Dairy,7.91,liter
BrandA Cheese,Dairy,9.25,liter
BrandB Juice,Beverages,1.66,liter
BrandC Mango,Fruits,1.25,kg
BrandB Bread,Bakery,0.8,piece
EcoLife Carrot,Vegetables,0.91,kg
BrandA Toothpaste,Personal Care,1.68,piece
BrandB TV,Electronics,113.72,piece
BrandA Tomato,Vegetables,1.52,piece
EcoLife Onion,Vegetables,1.95,piece
GoodFarm Beef,Meat,24.87,kg
BrandA Onion,Vegetables,1.64,kg
NaturePlus Rice,Food,1.41,piece
BrandA Headphones,Electronics,51.34,piece
BrandC Coffee,Beverages,0.9,bottle
GoodFarm Jacket,Clothing,11.48,piece
BrandA Bread,Bakery,2.42,kg
NaturePlus Lamb,Meat,7.34,kg
NaturePlus Tomato,Vegetables,0.18,piece
NaturePlus Milk,Dairy,6.44,kg
BrandB Rice,Food,2.6,pack
EcoLife Jeans,Clothing,6.78,piece
GoodFarm Bread,Bakery,1.21,kg
BrandC Bread,Bakery,0.66,piece
BrandB Lamb,Meat,12.55,kg
NaturePlus Lotion,Personal Care,1.94,piece
BrandC Cream,Dairy,1.37,liter
NaturePlus Cheese,Dairy,2.95,kg
GoodFarm Jacket,Clothing,5.23,piece
NaturePlus Sweater,Clothing,11.6,piece
NaturePlus Headphones,Electronics,185.63,piece
BrandB Lamb,Meat,21.27,kg
BrandC Onion,Vegetables,0.23,kg
BrandB Shampoo,Personal Care,1.94,piece
BrandB Beef,Meat,17.47,kg
BrandC Headphones,Electronics,151.61,piece
BrandB Chicken,Meat,6.27,kg
GoodFarm Tablet,Electronics,40.41,piece
BrandB Beef,Meat,21.08,kg
BrandA Toothpaste,Personal Care,2.96,piece
BrandA Pasta,Food,0.5,kg
NaturePlus Pasta,Food,3.2,pack
BrandA Shampoo,Personal Care,1.61,piece
BrandA Pasta,Food,4.56,kg
NaturePlus Onion,Vegetables,1.16,kg
NaturePlus Coffee,Beverages,2.56,liter
NaturePlus Lentils,Food,2.33,piece
BrandA Lotion,Personal Care,0.31,piece
EcoLife Yogurt,Dairy,1.25,kg
BrandC Tomato,Vegetables,1.17,kg
GoodFarm Juice,Beverages,2.97,bottle
NaturePlus Phone,Electronics,42.64,piece
BrandA Muffin,Bakery,1.82,kg
BrandA Water,Beverages,1.28,bottle
BrandB Orange,Fruits,0.49,piece
BrandA Rice,Food,1.43,kg
BrandA Rice,Food,2.11,pack
NaturePlus Deodorant,Personal Care,0.23,piece
NaturePlus Lentils,Food,1.93,pack
BrandA Lotion,Personal Care,2.49,piece
BrandB Spinach,Vegetables,0.84,kg
BrandC Cake,Bakery,2.68,kg
BrandB Deodorant,Personal Care,4.61,piece
BrandC Muffin,Bakery,2.76,piece
NaturePlus Sweater,Clothing,13.07,piece
NaturePlus Sweater,Clothing,4.58,piece
BrandA Headphones,Electronics,182.05,piece
NaturePlus Oats,Food,3.15,pack
EcoLife TV,Electronics,114.09,piece
BrandC Tablet,Electronics,128.07,piece
BrandA Yogurt,Dairy,8.4,kg
BrandB Carrot,Vegetables,1.19,piece
BrandC Tablet,Electronics,96.2,piece
BrandA Sweater,Clothing,2.29,piece
BrandB Beans,Food,2.56,piece
BrandB Muffin,Bakery,2.49,piece
BrandB Sweater,Clothing,14.01,piece
EcoLife Chicken,Meat,13.38,kg
GoodFarm Pork,Meat,9.77,kg
EcoLife Spinach,Vegetables,0.35,kg
EcoLife Beans,Food,3.37,kg
BrandC Deodorant,Personal Care,2.25,piece
EcoLife Muffin,Bakery,4.69,kg
BrandA Chicken,Meat,21.67,kg
BrandC Butter,Dairy,2.47,kg
BrandC Pork,Meat,9.18,kg
GoodFarm Cake,Bakery,2.3,piece
NaturePlus Toothpaste,Personal Care,1.99,piece
BrandB Grapes,Fruits,0.29,piece
BrandC Tea,Beverages,1.66,liter
BrandB Milk,Dairy,5.76,kg
BrandA Lamb,Meat,12.22,kg
BrandA Phone,Electronics,64.62,piece
BrandC Apple,Fruits,0.48,kg
BrandB Chicken,Meat,17.75,kg
EcoLife Laptop,Electronics,140.87,piece
BrandB Turkey,Meat,16.99,kg
BrandC Tablet,Electronics,38.3,piece
EcoLife Jacket,Clothing,16.53,piece
BrandA Potato,Vegetables,1.45,kg
BrandA Soap,Personal Care,3.95,piece
NaturePlus Headphones,Electronics,36.63,piece
BrandA Water,Beverages,2.63,liter
EcoLife Toothpaste,Personal Care,0.52,piece
BrandA T-shirt,Clothing,17.23,piece
BrandB Orange,Fruits,1.45,kg
GoodFarm Grapes,Fruits,1.35,piece
EcoLife Jacket,Clothing,16.34,piece
BrandB Mango,Fruits,1.88,piece
NaturePlus Beef,Meat,15.71,kg
BrandC Beef,Meat,10.02,kg
EcoLife Shampoo,Personal Care,0.79,piece
GoodFarm Milk,Dairy,5.94,liter
NaturePlus Shirt,Clothing,7.42,piece
GoodFarm Laptop,Electronics,144.92,piece
GoodFarm Lamb,Meat,21.07,kg
GoodFarm Bagel,Bakery,0.31,kg
BrandC Laptop,Electronics,132.14,piece
BrandC Potato,Vegetables,1.12,kg
NaturePlus Tablet,Electronics,17.96,piece
EcoLife T-shirt,Clothing,4.88,piece
EcoLife Deodorant,Personal Care,0.54,piece
BrandC Juice,Beverages,0.36,bottle
BrandB Carrot,Vegetables,0.84,piece
GoodFarm Onion,Vegetables,1.59,kg
NaturePlus Turkey,Meat,16.13,kg
BrandB Shirt,Clothing,10.93,piece
EcoLife Cheese,Dairy,0.8,kg
NaturePlus Beans,Food,3.81,kg
NaturePlus Potato,Vegetables,1.68,kg
BrandB Cake,Bakery,3.42,piece
EcoLife Potato,Vegetables,0.8,piece
EcoLife Lamb,Meat,16.48,kg
NaturePlus Toothpaste,Personal Care,2.07,piece
NaturePlus Orange,Fruits,0.7,piece
NaturePlus Banana,Fruits,0.23,piece
NaturePlus Cream,Dairy,4.83,liter
EcoLife Onion,Vegetables,0.1,piece
NaturePlus Water,Beverages,1.51,bottle
GoodFarm Tea,Beverages,2.48,liter
GoodFarm Sweater,Clothing,11.66,piece
NaturePlus Jeans,Clothing,10.22,piece
BrandC Laptop,Electronics,76.5,piece
EcoLife Onion,Vegetables,1.98,kg
EcoLife Bread,Bakery,2.83,piece
GoodFarm Phone,Electronics,41.45,piece
BrandB Water,Beverages,2.88,liter
BrandC Pork,Meat,19.09,kg
BrandB Coke,Beverages,1.49,liter
GoodFarm Lamb,Meat,19.42,kg
GoodFarm Apple,Fruits,1.17,kg
BrandC Lamb,Meat,16.05,kg
NaturePlus Chicken,Meat,19.63,kg
BrandB Spinach,Vegetables,0.64,piece
GoodFarm Beef,Meat,14.86,kg
EcoLife Tablet,Electronics,163.23,piece
BrandC TV,Electronics,124.35,piece
EcoLife Phone,Electronics,198.65,piece
BrandB Bread,Bakery,3.43,kg
EcoLife Lotion,Personal Care,2.14,piece
BrandA Tea,Beverages,2.97,liter
BrandA Cheese,Dairy,7.9,kg
BrandB Beans,Food,3.59,kg
BrandC Onion,Vegetables,1.49,piece
GoodFarm Bagel,Bakery,3.49,piece
BrandB Butter,Dairy,8.8,kg
BrandC Headphones,Electronics,165.16,piece
EcoLife Butter,Dairy,6.71,kg
NaturePlus T-shirt,Clothing,11.53,piece
BrandB Lamb,Meat,10.45,kg
